payment_id,order_id,payment_method,payment_status
P008580,O008580,Cash,
P008581,O008581,Credit Card,completed
P008582,O008582,UPI,Completed
P008583,O008583,Credit Card,Completed
P008584,O008584,UPI,completed
P008585,O008585,UPI,
P008586,O008586,Debit Card,Completed
P008587,O008587,Credit Card,completed
P008588,O008588,Cash,Failed
P008589,O008589,Debit Card,
P008590,O008590,UPI,Failed
P008591,O008591,Cash,completed
P008592,O008592,UPI,completed
P008593,O008593,UPI,Completed
P008594,O008594,Cash,Failed
P008595,O008595,,completed
P008596,O008596,Cash,Completed
P008597,O008597,Debit Card,completed
P008598,O008598,Cash,Failed
P008599,O008599,Debit Card,completed
P008600,O008600,Credit Card,completed
P008601,O008601,Cash,
P008602,O008602,Credit Card,completed
P008603,O008603,Cash,completed
P008604,O008604,Debit Card,completed
P008605,O008605,Credit Card,
P008606,O008606,,Failed
P008607,O008607,Cash,
P008608,O008608,Debit Card,Completed
P008609,O008609,Debit Card,Failed
P008610,O008610,UPI,Completed
P008611,O008611,Debit Card,Completed
P008612,O008612,Debit Card,Failed
P008613,O008613,Cash,completed
P008614,O008614,Credit Card,Completed
P008615,O008615,Cash,completed
P008616,O008616,Cash,Failed
P008617,O008617,,Completed
P008618,O008618,,Completed
P008619,O008619,Cash,Failed
P008620,O008620,,Failed
P008621,O008621,UPI,completed
P008622,O008622,Debit Card,Failed
P008623,O008623,Cash,
P008624,O008624,Credit Card,
P008625,O008625,,completed
P008626,O008626,UPI,Completed
P008627,O008627,,completed
P008628,O008628,UPI,Completed
P008629,O008629,UPI,Completed
P008630,O008630,UPI,Completed
P008631,O008631,Cash,Failed
P008632,O008632,Debit Card,completed
P008633,O008633,Cash,completed
P008634,O008634,Debit Card,completed
P008635,O008635,Credit Card,completed
P008636,O008636,,
P008637,O008637,Cash,Completed
P008638,O008638,,Completed
P008639,O008639,,completed
P008640,O008640,Credit Card,Failed
P008641,O008641,,Failed
P008642,O008642,Debit Card,
P008643,O008643,Cash,Failed
P008644,O008644,Credit Card,completed
P008645,O008645,Debit Card,
P008646,O008646,Debit Card,
P008647,O008647,Credit Card,Completed
P008648,O008648,Credit Card,Failed
P008649,O008649,,Failed
P008650,O008650,UPI,Failed
P008651,O008651,Debit Card,completed
P008652,O008652,Debit Card,Completed
P008653,O008653,UPI,Completed
P008654,O008654,Debit Card,completed
P008655,O008655,Cash,
P008656,O008656,,Completed
P008657,O008657,,Completed
P008658,O008658,Cash,
P008659,O008659,UPI,Failed
P008660,O008660,Credit Card,Completed
P008661,O008661,Debit Card,completed
P008662,O008662,Debit Card,Completed
P008663,O008663,Credit Card,Failed
P008664,O008664,Credit Card,Failed
P008665,O008665,UPI,completed
P008666,O008666,Debit Card,Completed
P008667,O008667,Credit Card,Completed
P008668,O008668,Debit Card,Failed
P008669,O008669,Cash,Completed
P008670,O008670,Credit Card,Failed
P008671,O008671,UPI,completed
P008672,O008672,UPI,Completed
P008673,O008673,Debit Card,Failed
P008674,O008674,Debit Card,completed
P008675,O008675,UPI,
P008676,O008676,Debit Card,Completed
P008677,O008677,UPI,Failed
P008678,O008678,,Failed
P008679,O008679,UPI,
P008680,O008680,,Completed
P008681,O008681,Cash,completed
P008682,O008682,Cash,Completed
P008683,O008683,Cash,
P008684,O008684,Credit Card,
P008685,O008685,UPI,Failed
P008686,O008686,,Failed
P008687,O008687,,completed
P008688,O008688,,completed
P008689,O008689,UPI,
P008690,O008690,Cash,completed
P008691,O008691,Credit Card,completed
P008692,O008692,UPI,completed
P008693,O008693,Credit Card,Failed
P008694,O008694,Credit Card,
P008695,O008695,Credit Card,Failed
P008696,O008696,UPI,completed
P008697,O008697,Cash,Failed
P008698,O008698,Cash,
P008699,O008699,Debit Card,Completed
P008700,O008700,,completed
P008701,O008701,,Completed
P008702,O008702,Cash,completed
P008703,O008703,,Failed
P008704,O008704,Cash,completed
P008705,O008705,Credit Card,Failed
P008706,O008706,Debit Card,
P008707,O008707,,
P008708,O008708,Credit Card,Failed
P008709,O008709,,
P008710,O008710,Debit Card,Failed
P008711,O008711,UPI,Failed
P008712,O008712,Debit Card,
P008713,O008713,Credit Card,completed
P008714,O008714,Debit Card,Completed
P008715,O008715,Credit Card,completed
P008716,O008716,Debit Card,
P008717,O008717,,Failed
P008718,O008718,Debit Card,completed
P008719,O008719,Debit Card,
P008720,O008720,Cash,Completed
P008721,O008721,Debit Card,completed
P008722,O008722,,Failed
P008723,O008723,Credit Card,Failed
P008724,O008724,UPI,Failed
P008725,O008725,UPI,
P008726,O008726,UPI,completed
P008727,O008727,UPI,
P008728,O008728,Credit Card,completed
P008729,O008729,Credit Card,Completed
P008730,O008730,UPI,Completed
P008731,O008731,Debit Card,Completed
P008732,O008732,Debit Card,Failed
P008733,O008733,Cash,completed
P008734,O008734,Credit Card,completed
P008735,O008735,Cash,
P008736,O008736,,Failed
P008737,O008737,Credit Card,Failed
P008738,O008738,UPI,
P008739,O008739,UPI,Completed
P008740,O008740,Cash,Failed
P008741,O008741,Credit Card,Failed
P008742,O008742,Debit Card,Failed
P008743,O008743,Credit Card,Completed
P008744,O008744,Cash,Failed
P008745,O008745,Cash,Completed
P008746,O008746,UPI,completed
P008747,O008747,UPI,Failed
P008748,O008748,,
P008749,O008749,Cash,Failed
P008750,O008750,,Completed
P008751,O008751,,
P008752,O008752,UPI,completed
P008753,O008753,Debit Card,
P008754,O008754,UPI,completed
P008755,O008755,Credit Card,Failed
P008756,O008756,Debit Card,completed
P008757,O008757,Cash,
P008758,O008758,Debit Card,Completed
P008759,O008759,Cash,Completed
P008760,O008760,Cash,
P008761,O008761,,Completed
P008762,O008762,Credit Card,
P008763,O008763,UPI,Completed
P008764,O008764,,Completed
P008765,O008765,,
P008766,O008766,Credit Card,
P008767,O008767,UPI,completed
P008768,O008768,,
P008769,O008769,Debit Card,
P008770,O008770,UPI,completed
P008771,O008771,Credit Card,Failed
P008772,O008772,Debit Card,Failed
P008773,O008773,Debit Card,completed
P008774,O008774,,completed
P008775,O008775,Credit Card,Failed
P008776,O008776,Credit Card,Failed
P008777,O008777,,Completed
P008778,O008778,UPI,completed
P008779,O008779,Cash,completed
P008780,O008780,,completed
P008781,O008781,Debit Card,completed
P008782,O008782,Cash,Completed
P008783,O008783,UPI,
P008784,O008784,UPI,completed
P008785,O008785,UPI,Completed
P008786,O008786,Cash,completed
P008787,O008787,,Failed
P008788,O008788,Credit Card,completed
P008789,O008789,,Failed
P008790,O008790,,Failed
P008791,O008791,Cash,completed
P008792,O008792,Debit Card,Completed
P008793,O008793,Cash,
P008794,O008794,Debit Card,completed
P008795,O008795,Cash,completed
P008796,O008796,Debit Card,completed
P008797,O008797,Credit Card,completed
P008798,O008798,Credit Card,
P008799,O008799,UPI,
P008800,O008800,UPI,completed
P008801,O008801,Debit Card,Failed
P008802,O008802,,completed
P008803,O008803,UPI,completed
P008804,O008804,Cash,completed
P008805,O008805,Credit Card,
P008806,O008806,UPI,Completed
P008807,O008807,UPI,
P008808,O008808,UPI,Failed
P008809,O008809,Cash,
P008810,O008810,Cash,Completed
P008811,O008811,UPI,
P008812,O008812,,Completed
P008813,O008813,,
P008814,O008814,Cash,
P008815,O008815,Cash,
P008816,O008816,Credit Card,Failed
P008817,O008817,,completed
P008818,O008818,UPI,Failed
P008819,O008819,Debit Card,Failed
P008820,O008820,Credit Card,completed
P008821,O008821,Credit Card,
P008822,O008822,UPI,
P008823,O008823,UPI,Failed
P008824,O008824,Cash,completed
P008825,O008825,,completed
P008826,O008826,Cash,
P008827,O008827,,
P008828,O008828,,
P008829,O008829,Debit Card,completed
P008830,O008830,Credit Card,Failed
P008831,O008831,Debit Card,
P008832,O008832,UPI,completed
P008833,O008833,Debit Card,Completed
P008834,O008834,Debit Card,
P008835,O008835,Credit Card,Failed
P008836,O008836,Debit Card,Completed
P008837,O008837,Credit Card,
P008838,O008838,Credit Card,Completed
P008839,O008839,Credit Card,
P008840,O008840,Credit Card,Completed
P008841,O008841,Debit Card,Failed
P008842,O008842,Cash,completed
P008843,O008843,Cash,
P008844,O008844,UPI,Completed
P008845,O008845,Credit Card,Completed
P008846,O008846,Cash,completed
P008847,O008847,UPI,completed
P008848,O008848,Debit Card,Completed
P008849,O008849,UPI,Completed
P008850,O008850,Cash,Failed
P008851,O008851,UPI,completed
P008852,O008852,UPI,
P008853,O008853,UPI,completed
P008854,O008854,Cash,Failed
P008855,O008855,Credit Card,Failed
P008856,O008856,Debit Card,Failed
P008857,O008857,Credit Card,Completed
P008858,O008858,,Failed
P008859,O008859,Credit Card,Failed
P008860,O008860,Debit Card,Completed
P008861,O008861,UPI,Completed
P008862,O008862,Credit Card,
P008863,O008863,Cash,completed
P008864,O008864,,Completed
P008865,O008865,UPI,completed
P008866,O008866,UPI,Failed
P008867,O008867,UPI,completed
P008868,O008868,Credit Card,Completed
P008869,O008869,Cash,completed
P008870,O008870,Debit Card,
P008871,O008871,,
P008872,O008872,Cash,completed
P008873,O008873,Credit Card,
P008874,O008874,,
P008875,O008875,Cash,completed
P008876,O008876,Debit Card,Completed
P008877,O008877,Debit Card,completed
P008878,O008878,UPI,
P008879,O008879,UPI,Failed
P008880,O008880,Debit Card,
P008881,O008881,UPI,Failed
P008882,O008882,UPI,Failed
P008883,O008883,Debit Card,Failed
P008884,O008884,,completed
P008885,O008885,Debit Card,Failed
P008886,O008886,UPI,completed
P008887,O008887,,Completed
P008888,O008888,UPI,completed
P008889,O008889,Credit Card,Completed
P008890,O008890,UPI,Completed
P008891,O008891,Cash,
P008892,O008892,Cash,Failed
P008893,O008893,UPI,Failed
P008894,O008894,UPI,Completed
P008895,O008895,Credit Card,Failed
P008896,O008896,,completed
P008897,O008897,,
P008898,O008898,Credit Card,Failed
P008899,O008899,Debit Card,completed
P008900,O008900,UPI,Failed
P008901,O008901,UPI,completed
P008902,O008902,Cash,
P008903,O008903,Cash,Completed
P008904,O008904,Debit Card,Failed
P008905,O008905,,completed
P008906,O008906,,completed
P008907,O008907,,
P008908,O008908,UPI,
P008909,O008909,Cash,completed
P008910,O008910,UPI,Completed
P008911,O008911,Debit Card,Completed
P008912,O008912,Credit Card,
P008913,O008913,Credit Card,completed
P008914,O008914,,Failed
P008915,O008915,Cash,Failed
P008916,O008916,Debit Card,Completed
P008917,O008917,UPI,completed
P008918,O008918,Debit Card,
P008919,O008919,Debit Card,completed
P008920,O008920,Debit Card,
P008921,O008921,Cash,Failed
P008922,O008922,Debit Card,Completed
P008923,O008923,Credit Card,completed
P008924,O008924,,Completed
P008925,O008925,Debit Card,Completed
P008926,O008926,UPI,completed
P008927,O008927,Credit Card,
P008928,O008928,Debit Card,completed
P008929,O008929,Cash,Completed
P008930,O008930,Debit Card,Completed
P008931,O008931,,completed
P008932,O008932,Credit Card,
P008933,O008933,,Failed
P008934,O008934,,
P008935,O008935,Cash,
P008936,O008936,Debit Card,Completed
P008937,O008937,,
P008938,O008938,Credit Card,Failed
P008939,O008939,Debit Card,
P008940,O008940,,Completed
P008941,O008941,UPI,
P008942,O008942,UPI,Completed
P008943,O008943,UPI,Completed
P008944,O008944,,
P008945,O008945,Cash,completed
P008946,O008946,,completed
P008947,O008947,Credit Card,
P008948,O008948,UPI,completed
P008949,O008949,,Failed
P008950,O008950,UPI,Failed
P008951,O008951,Credit Card,Failed
P008952,O008952,Cash,completed
P008953,O008953,Cash,Completed
P008954,O008954,Cash,
P008955,O008955,UPI,
P008956,O008956,,Completed
P008957,O008957,Debit Card,Failed
P008958,O008958,Credit Card,completed
P008959,O008959,UPI,completed
P008960,O008960,Credit Card,Completed
P008961,O008961,UPI,
P008962,O008962,Cash,completed
P008963,O008963,Credit Card,Failed
P008964,O008964,Debit Card,completed
P008965,O008965,Cash,Failed
P008966,O008966,Cash,Failed
P008967,O008967,Debit Card,
P008968,O008968,Debit Card,
P008969,O008969,Cash,Failed
P008970,O008970,Debit Card,Failed
P008971,O008971,Cash,Completed
P008972,O008972,,completed
P008973,O008973,UPI,completed
P008974,O008974,,
P008975,O008975,UPI,Completed
P008976,O008976,UPI,Completed
P008977,O008977,,
P008978,O008978,UPI,completed
P008979,O008979,UPI,Completed
P008980,O008980,Cash,completed
P008981,O008981,UPI,Completed
P008982,O008982,Debit Card,
P008983,O008983,UPI,Completed
P008984,O008984,Credit Card,completed
P008985,O008985,Cash,Failed
P008986,O008986,Cash,Completed
P008987,O008987,UPI,
P008988,O008988,Credit Card,Failed
P008989,O008989,Credit Card,Failed
P008990,O008990,Cash,Completed
P008991,O008991,,Failed
P008992,O008992,Credit Card,completed
P008993,O008993,UPI,
P008994,O008994,Debit Card,completed
P008995,O008995,,
P008996,O008996,UPI,Failed
P008997,O008997,UPI,completed
P008998,O008998,,Completed
P008999,O008999,Debit Card,Failed
P009000,O009000,,Completed
P009001,O009001,Cash,Completed
P009002,O009002,UPI,completed
P009003,O009003,Cash,
P009004,O009004,Cash,Failed
P009005,O009005,Cash,completed
P009006,O009006,Debit Card,completed
P009007,O009007,UPI,Failed
P009008,O009008,Cash,
P009009,O009009,Cash,Completed
P009010,O009010,Cash,
P009011,O009011,Credit Card,Failed
P009012,O009012,UPI,Completed
P009013,O009013,Cash,Failed
P009014,O009014,Debit Card,completed
P009015,O009015,Credit Card,Failed
P009016,O009016,Credit Card,completed
P009017,O009017,,Completed
P009018,O009018,Debit Card,completed
P009019,O009019,,Failed
P009020,O009020,Credit Card,
P009021,O009021,,Failed
P009022,O009022,,Failed
P009023,O009023,,
P009024,O009024,Cash,completed
P009025,O009025,Credit Card,completed
P009026,O009026,,Completed
P009027,O009027,Debit Card,Failed
P009028,O009028,Cash,
P009029,O009029,Credit Card,
P009030,O009030,Credit Card,Completed
P009031,O009031,UPI,
P009032,O009032,Credit Card,Failed
P009033,O009033,,completed
P009034,O009034,UPI,
P009035,O009035,Credit Card,completed
P009036,O009036,Cash,
P009037,O009037,Credit Card,
P009038,O009038,Cash,
P009039,O009039,Credit Card,Completed
P009040,O009040,Credit Card,Failed
P009041,O009041,,Completed
P009042,O009042,Credit Card,
P009043,O009043,,Failed
P009044,O009044,UPI,
P009045,O009045,Credit Card,
P009046,O009046,,completed
P009047,O009047,Cash,Completed
P009048,O009048,UPI,completed
P009049,O009049,UPI,
P009050,O009050,Cash,Failed
P009051,O009051,UPI,completed
P009052,O009052,Cash,completed
P009053,O009053,Debit Card,Completed
P009054,O009054,,completed
P009055,O009055,Credit Card,Failed
P009056,O009056,UPI,Failed
P009057,O009057,Debit Card,
P009058,O009058,Cash,
P009059,O009059,Credit Card,completed
P009060,O009060,Cash,Completed
P009061,O009061,Cash,Failed
P009062,O009062,Cash,Completed
P009063,O009063,UPI,Failed
P009064,O009064,Debit Card,completed
P009065,O009065,UPI,Failed
P009066,O009066,Credit Card,
P009067,O009067,Debit Card,
P009068,O009068,Credit Card,Completed
P009069,O009069,UPI,completed
P009070,O009070,,
P009071,O009071,,Completed
P009072,O009072,Debit Card,Completed
P009073,O009073,,Failed
P009074,O009074,Cash,Completed
P009075,O009075,,completed
P009076,O009076,,completed
P009077,O009077,Cash,Completed
P009078,O009078,Cash,completed
P009079,O009079,Credit Card,completed
P009080,O009080,UPI,completed
P009081,O009081,Debit Card,
P009082,O009082,Cash,Failed
P009083,O009083,Debit Card,completed
P009084,O009084,Credit Card,completed
P009085,O009085,,completed
P009086,O009086,UPI,completed
P009087,O009087,UPI,Completed
P009088,O009088,Cash,
P009089,O009089,,completed
P009090,O009090,UPI,completed
P009091,O009091,Debit Card,Completed
P009092,O009092,,Completed
P009093,O009093,Cash,completed
P009094,O009094,Debit Card,completed
P009095,O009095,UPI,
P009096,O009096,Debit Card,Failed
P009097,O009097,,Completed
P009098,O009098,Debit Card,Failed
P009099,O009099,Cash,Completed
P009100,O009100,UPI,
P009101,O009101,Debit Card,completed
P009102,O009102,Debit Card,
P009103,O009103,Credit Card,Completed
P009104,O009104,,
P009105,O009105,Cash,
P009106,O009106,UPI,
P009107,O009107,Debit Card,completed
P009108,O009108,Credit Card,Failed
P009109,O009109,,Failed
P009110,O009110,Cash,Failed
P009111,O009111,Credit Card,Completed
P009112,O009112,,Completed
P009113,O009113,UPI,completed
P009114,O009114,Cash,completed
P009115,O009115,UPI,completed
P009116,O009116,,
P009117,O009117,Debit Card,completed
P009118,O009118,Debit Card,
P009119,O009119,Debit Card,
P009120,O009120,UPI,Completed
P009121,O009121,UPI,
P009122,O009122,UPI,completed
P009123,O009123,Debit Card,Failed
P009124,O009124,,completed
P009125,O009125,Debit Card,Failed
P009126,O009126,,Failed
P009127,O009127,,Completed
P009128,O009128,,completed
P009129,O009129,Cash,
P009130,O009130,UPI,completed
P009131,O009131,,Completed
P009132,O009132,,completed
P009133,O009133,,Completed
P009134,O009134,UPI,
P009135,O009135,Cash,Failed
P009136,O009136,UPI,Completed
P009137,O009137,Debit Card,completed
P009138,O009138,UPI,
P009139,O009139,UPI,Completed
P009140,O009140,Credit Card,
P009141,O009141,Credit Card,Completed
P009142,O009142,Cash,
P009143,O009143,UPI,Failed
P009144,O009144,Credit Card,Completed
P009145,O009145,UPI,completed
P009146,O009146,,Failed
P009147,O009147,Credit Card,Failed
P009148,O009148,Credit Card,Completed
P009149,O009149,Credit Card,completed
P009150,O009150,UPI,
P009151,O009151,,Completed
P009152,O009152,UPI,Completed
P009153,O009153,Credit Card,Completed
P009154,O009154,,Completed
P009155,O009155,Credit Card,
P009156,O009156,Cash,completed
P009157,O009157,,
P009158,O009158,Cash,Failed
P009159,O009159,Debit Card,Completed
P009160,O009160,Credit Card,
P009161,O009161,Debit Card,Failed
P009162,O009162,UPI,
P009163,O009163,Cash,completed
P009164,O009164,Debit Card,
P009165,O009165,Debit Card,Completed
P009166,O009166,Credit Card,Failed
P009167,O009167,,completed
P009168,O009168,Credit Card,Failed
P009169,O009169,Credit Card,
P009170,O009170,UPI,Failed
P009171,O009171,Cash,completed
P009172,O009172,UPI,Completed
P009173,O009173,,
P009174,O009174,Debit Card,Failed
P009175,O009175,Cash,
P009176,O009176,UPI,Failed
P009177,O009177,UPI,completed
P009178,O009178,,Completed
P009179,O009179,Debit Card,Completed
P009180,O009180,Debit Card,Failed
P009181,O009181,Cash,
P009182,O009182,Cash,Completed
P009183,O009183,Credit Card,Failed
